"p16a","p16b","p18a","ly18b","ly13a","ly13b","ly16a","ly16b","ly18a","p18b","ly20","ly7"
"ENSMUSG00000108517.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108518.1",156,370,363,360,385,366,238,497,507,252,349,661
"ENSMUSG00000108519.1",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108520.1",6,7,12,8,2,3,7,5,2,13,5,17
"ENSMUSG00000108521.1",9,10,8,1,1,0,0,0,0,8,0,0
"ENSMUSG00000108522.1",3,1,1,4,2,5,2,4,0,0,0,4
"ENSMUSG00000108523.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108524.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108525.1",0,0,2,0,0,0,1,0,3,0,0,1
"ENSMUSG00000108526.1",14,29,4,2,7,5,1,2,11,15,0,0
"ENSMUSG00000108527.1",1,1,0,1,2,0,0,0,0,1,0,1
"ENSMUSG00000108528.1",1895,3012,2730,2292,3742,3015,3207,3358,3456,2165,2559,2488
"ENSMUSG00000108529.1",0,2,3,2,7,6,5,3,4,4,3,5
"ENSMUSG00000108530.1",10,9,4,16,21,9,35,10,21,5,38,15
"ENSMUSG00000108531.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108532.1",0,0,4,2,0,0,0,3,3,4,0,1
"ENSMUSG00000108533.1",0,0,0,0,0,0,0,0,0,0,1,1
"ENSMUSG00000108534.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108535.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108536.1",1,2,0,0,0,0,0,1,1,1,0,0
"ENSMUSG00000108537.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108538.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108539.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108540.1",38,40,29,39,69,32,69,49,76,37,48,109
"ENSMUSG00000108541.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108542.1",9,19,10,2,0,0,0,0,0,3,0,1
"ENSMUSG00000108543.1",8,6,5,0,2,1,0,13,0,6,7,1
"ENSMUSG00000108544.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108545.1",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000108546.1",0,1,0,0,0,3,0,0,0,0,0,0
"ENSMUSG00000108547.1",3,1,3,1,1,0,7,0,0,3,3,2
"ENSMUSG00000108548.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108550.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108551.1",38,24,23,1,4,4,4,2,7,22,2,2
"ENSMUSG00000108552.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108553.1",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000108554.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108555.1",9,32,46,11,14,33,6,10,23,27,21,43
"ENSMUSG00000108556.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108557.1",2,3,7,0,0,0,0,0,0,1,1,0
"ENSMUSG00000108558.1",0,0,0,0,0,0,0,0,0,2,0,0
"ENSMUSG00000108559.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108560.1",1,2,0,0,0,0,0,1,0,1,0,0
"ENSMUSG00000108561.1",0,0,0,0,0,0,0,0,0,0,0,1
"ENSMUSG00000108562.1",1,4,3,7,5,5,20,12,7,5,2,4
"ENSMUSG00000108563.1",0,2,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000108565.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108566.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108567.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108568.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108569.1",0,1,0,1,0,0,0,4,6,3,4,14
"ENSMUSG00000108570.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108571.1",67,123,94,61,82,53,72,66,89,90,57,92
"ENSMUSG00000108572.1",2,4,3,0,0,1,0,0,2,2,0,0
"ENSMUSG00000108573.1",4,4,4,0,0,0,1,1,1,4,0,8
"ENSMUSG00000108574.1",5,2,1,2,0,0,0,0,0,3,0,0
"ENSMUSG00000108575.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108576.1",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108577.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108578.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108579.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108580.1",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108581.1",4,1,14,0,0,1,0,8,0,7,0,1
"ENSMUSG00000108582.1",12,21,13,4,6,19,7,17,13,16,6,15
"ENSMUSG00000108583.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108584.1",3,1,1,0,0,0,1,1,1,0,1,0
"ENSMUSG00000108585.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108586.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108587.1",0,1,1,3,0,1,0,0,1,1,5,0
"ENSMUSG00000108588.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108589.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108590.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108591.1",95,46,44,54,45,30,73,76,67,37,109,89
"ENSMUSG00000108592.1",9,18,16,16,39,12,18,14,46,5,14,26
"ENSMUSG00000108593.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108594.1",5,0,2,0,0,6,0,0,0,2,0,0
"ENSMUSG00000108595.1",1,0,2,5,6,5,1,9,2,2,1,1
"ENSMUSG00000108596.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108597.1",3,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108598.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108599.1",10,12,7,7,3,6,9,3,8,13,1,4
"ENSMUSG00000108600.1",2,2,2,0,0,0,0,0,0,1,0,0
"ENSMUSG00000108601.1",267,126,137,267,324,264,762,310,341,113,611,521
"ENSMUSG00000108602.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108603.1",2,3,2,0,0,6,0,0,3,1,0,0
"ENSMUSG00000108604.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108605.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108606.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108607.2",18,11,13,14,12,9,37,16,13,10,28,7
"ENSMUSG00000108608.1",3317,6070,6757,6908,9284,5015,4624,7201,8073,5676,4641,5815
"ENSMUSG00000108609.1",5762,5077,4385,2102,3236,2228,4901,3079,2997,3787,3756,3304
"ENSMUSG00000108610.1",6,21,14,23,29,31,25,25,30,10,24,35
"ENSMUSG00000108611.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108612.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108613.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108614.1",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108615.1",228,732,570,269,333,473,219,534,497,394,252,524
"ENSMUSG00000108616.1",0,4,0,0,0,0,0,2,0,10,0,0
"ENSMUSG00000108617.1",8,6,6,10,0,7,10,1,13,3,2,13
"ENSMUSG00000108618.1",1,3,3,0,0,0,0,0,0,1,0,0
"ENSMUSG00000108619.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108620.1",0,2,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108621.1",643,798,541,240,298,450,610,519,392,463,450,619
"ENSMUSG00000108622.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108623.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108624.1",0,1,1,0,0,0,3,0,0,4,2,3
"ENSMUSG00000108625.1",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000108626.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108627.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108628.1",180,247,123,102,96,117,166,216,268,203,205,235
"ENSMUSG00000108629.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108630.1",0,0,0,0,0,1,0,0,0,0,0,0
"ENSMUSG00000108631.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108633.1",16,17,12,0,3,2,0,8,1,16,4,0
"ENSMUSG00000108634.1",3,8,4,10,11,4,13,0,1,3,1,3
"ENSMUSG00000108635.1",3,2,1,0,2,2,3,0,0,0,0,0
"ENSMUSG00000108636.1",0,0,0,0,1,1,0,0,0,0,0,0
"ENSMUSG00000108637.1",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000108638.1",4,14,8,11,3,11,5,7,11,13,4,20
"ENSMUSG00000108639.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108640.1",4,7,2,1,0,3,0,0,0,0,0,0
"ENSMUSG00000108641.1",0,0,0,0,1,0,0,1,1,0,0,0
"ENSMUSG00000108642.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108643.1",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000108644.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108645.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108646.1",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000108647.1",3,3,4,0,6,1,7,11,3,2,5,3
"ENSMUSG00000108648.1",6,5,6,0,1,0,0,0,0,4,0,0
"ENSMUSG00000108649.1",0,0,0,0,0,0,1,0,0,1,0,0
"ENSMUSG00000108650.1",3,0,4,1,3,0,0,0,1,1,7,0
"ENSMUSG00000108651.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108652.1",0,1,0,0,2,0,0,0,2,3,0,5
"ENSMUSG00000108654.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108655.1",5,5,1,1,0,0,0,1,0,5,0,1
"ENSMUSG00000108657.1",1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108658.1",9,9,0,0,1,0,4,3,0,5,0,1
"ENSMUSG00000108659.1",5,8,10,9,16,13,23,14,27,17,17,21
"ENSMUSG00000108660.1",5,8,11,12,8,5,13,19,25,10,19,23
"ENSMUSG00000108661.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108662.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108663.1",0,1,0,2,2,1,2,4,3,2,0,1
"ENSMUSG00000108664.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108665.1",1,2,0,0,0,1,0,0,0,2,1,0
"ENSMUSG00000108666.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108667.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108668.1",1,7,6,13,5,8,2,2,3,4,6,6
"ENSMUSG00000108669.1",1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108670.1",0,0,2,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108671.1",7,7,5,0,0,0,0,0,0,5,0,2
"ENSMUSG00000108672.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108673.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108674.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108675.1",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000108676.1",9,0,1,0,1,1,3,6,2,2,3,5
"ENSMUSG00000108677.1",1,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108678.1",53,41,29,15,3,5,5,6,1,29,6,8
"ENSMUSG00000108679.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108680.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108681.1",11,10,8,4,5,2,9,5,4,4,9,6
"ENSMUSG00000108682.1",10,15,18,21,21,18,21,20,31,21,18,28
"ENSMUSG00000108683.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108684.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108685.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108686.1",55,119,102,177,237,158,112,198,227,89,123,240
"ENSMUSG00000108687.1",0,5,1,0,0,0,0,1,1,0,0,0
"ENSMUSG00000108688.1",0,1,1,1,0,1,0,0,0,0,0,2
"ENSMUSG00000108689.1",1,3,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108691.1",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108692.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108693.1",12,26,12,2,7,2,1,0,1,14,0,0
"ENSMUSG00000108694.1",4085,5246,7087,3051,4291,2533,3478,3222,3917,4811,3236,4787
"ENSMUSG00000108695.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108696.1",32,131,124,38,48,58,30,54,53,62,39,75
"ENSMUSG00000108697.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108698.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108699.1",9,17,21,12,17,23,21,13,11,11,14,16
"ENSMUSG00000108700.1",3539,3866,3707,1771,2766,1584,2933,1978,2112,2898,2003,2517
"ENSMUSG00000108701.1",13,29,15,1,4,5,10,11,6,19,6,12
"ENSMUSG00000108702.1",820,1317,1217,853,1064,1145,970,1300,1315,939,976,1449
"ENSMUSG00000108703.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108704.1",2,6,9,0,0,0,0,0,1,6,0,0
"ENSMUSG00000108705.1",0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000108706.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108707.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108708.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108709.1",6,2,2,0,0,0,0,0,0,3,0,0
"ENSMUSG00000108711.1",0,0,0,0,2,0,0,0,0,1,0,0
"ENSMUSG00000108712.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108713.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108714.1",1,1,0,0,0,0,0,0,3,0,0,0
"ENSMUSG00000108715.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108716.1",0,0,1,0,0,0,0,0,1,0,0,0
"ENSMUSG00000108717.1",2,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108718.1",0,0,0,0,0,0,0,1,0,0,0,0
"ENSMUSG00000108719.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108720.1",0,3,7,0,0,0,0,3,0,3,0,0
"ENSMUSG00000108721.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108722.1",1,0,0,0,5,1,0,0,0,0,1,4
"ENSMUSG00000108723.1",44,25,12,10,22,17,50,14,20,19,22,54
"ENSMUSG00000108724.1",0,0,1,0,0,1,0,0,0,0,0,1
"ENSMUSG00000108725.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108726.1",0,1,1,1,0,0,1,0,0,1,1,0
"ENSMUSG00000108727.1",0,0,0,1,0,1,1,0,0,0,1,1
"ENSMUSG00000108728.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108729.1",1,4,3,0,1,3,3,6,0,3,5,5
"ENSMUSG00000108730.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108731.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108732.1",5,18,15,4,0,1,1,5,3,13,5,8
"ENSMUSG00000108734.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108735.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108736.1",2,6,3,3,5,0,0,5,0,2,1,0
"ENSMUSG00000108737.1",6,16,5,1,0,0,0,1,0,7,0,0
"ENSMUSG00000108738.1",39,58,52,15,16,13,10,29,18,39,24,38
"ENSMUSG00000108739.1",1,0,2,2,0,0,0,0,0,1,1,0
"ENSMUSG00000108740.1",3,5,6,6,6,5,2,6,4,7,8,3
"ENSMUSG00000108741.1",6,6,2,0,1,1,1,2,0,1,1,1
"ENSMUSG00000108742.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108743.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108744.1",3,3,0,2,4,1,6,1,0,6,1,1
"ENSMUSG00000108745.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108746.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108748.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108749.1",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108750.1",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108751.1",0,0,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108752.1",0,1,0,0,0,0,0,0,0,1,0,6
"ENSMUSG00000108753.1",14,16,11,3,2,7,11,2,0,10,14,3
"ENSMUSG00000108754.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108756.1",1,2,1,0,0,0,0,1,0,0,1,0
"ENSMUSG00000108757.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108758.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108759.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108760.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108761.1",526,995,1049,561,1038,745,691,756,854,606,769,1167
"ENSMUSG00000108762.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108763.1",2,14,13,4,6,3,4,5,5,7,11,10
"ENSMUSG00000108764.1",32,37,54,58,93,37,51,65,75,48,37,75
"ENSMUSG00000108765.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108766.1",13,5,19,1,1,2,3,0,4,6,4,4
"ENSMUSG00000108767.1",30,52,62,39,67,60,36,64,52,36,29,49
"ENSMUSG00000108768.1",0,0,1,0,1,0,0,0,1,0,0,0
"ENSMUSG00000108769.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108770.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108771.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108772.1",8141,11991,12557,10221,16634,8797,11533,10845,13922,9247,11964,12979
"ENSMUSG00000108773.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108774.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108775.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108776.1",1,6,1,1,0,4,0,3,0,6,0,0
"ENSMUSG00000108777.1",5,0,1,0,0,0,1,0,0,3,0,0
"ENSMUSG00000108778.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108779.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108780.1",92,62,64,40,65,31,92,60,70,56,97,77
"ENSMUSG00000108781.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108782.1",0,0,3,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108783.1",0,0,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000108784.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108785.1",0,0,0,0,1,0,0,1,0,1,1,0
"ENSMUSG00000108786.1",4,3,2,15,9,6,14,8,12,2,7,9
"ENSMUSG00000108787.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108788.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108790.1",6,4,0,2,0,0,0,0,0,1,0,2
"ENSMUSG00000108791.1",0,1,0,0,2,0,0,1,0,0,0,0
"ENSMUSG00000108792.1",2,1,2,0,1,0,1,2,1,0,1,1
"ENSMUSG00000108793.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108794.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108795.1",0,0,0,0,0,2,0,3,0,0,0,2
"ENSMUSG00000108796.1",0,0,0,0,0,1,1,0,0,0,1,1
"ENSMUSG00000108797.1",0,0,0,1,0,0,0,0,0,0,0,0
"ENSMUSG00000108798.1",172,713,549,222,296,283,197,318,408,352,239,524
"ENSMUSG00000108799.1",130,118,100,56,68,82,114,107,109,62,115,102
"ENSMUSG00000108800.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108801.1",12,10,19,6,2,6,0,4,8,9,7,6
"ENSMUSG00000108802.1",6,8,2,0,0,2,0,0,3,5,0,1
"ENSMUSG00000108803.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108804.1",0,0,0,0,1,0,2,0,6,0,2,0
"ENSMUSG00000108805.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108806.1",6,3,1,4,1,0,6,0,0,4,3,7
"ENSMUSG00000108807.1",9,6,5,2,0,1,4,0,0,2,0,1
"ENSMUSG00000108808.1",16,18,7,4,0,1,5,0,9,12,0,1
"ENSMUSG00000108809.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108810.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108811.1",2,0,1,4,7,1,1,4,6,1,1,3
"ENSMUSG00000108812.1",6,12,8,0,0,1,0,1,1,10,0,0
"ENSMUSG00000108813.1",4489,5081,5037,2791,4578,2593,4323,3262,3372,4160,3045,3893
"ENSMUSG00000108814.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108815.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108816.1",5,1,2,2,7,7,4,1,0,2,0,1
"ENSMUSG00000108817.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108818.1",0,1,0,0,0,0,0,0,0,0,2,0
"ENSMUSG00000108819.1",0,0,0,0,0,0,0,0,0,1,0,0
"ENSMUSG00000108820.1",0,0,0,0,0,0,1,1,0,1,1,0
"ENSMUSG00000108821.1",0,0,0,0,0,3,0,0,0,0,0,0
"ENSMUSG00000108822.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108823.1",612,1172,1148,1013,1102,753,945,1143,1256,767,1116,1278
"ENSMUSG00000108824.1",2,3,1,2,0,0,0,0,3,0,1,0
"ENSMUSG00000108825.1",15,16,8,0,4,2,7,0,5,3,4,1
"ENSMUSG00000108826.1",0,1,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108827.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108828.1",0,0,0,0,0,0,0,0,0,0,1,0
"ENSMUSG00000108829.1",0,1,0,0,0,0,0,0,1,0,0,0
"ENSMUSG00000108830.1",0,0,0,0,0,0,1,0,0,0,0,0
"ENSMUSG00000108831.1",7,6,6,5,5,8,4,6,3,3,11,6
"ENSMUSG00000108832.1",2,2,5,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108833.1",195,225,203,90,123,52,101,76,101,157,96,127
"ENSMUSG00000108834.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108835.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108836.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108837.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108838.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108839.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108840.1",208,455,376,141,130,176,184,169,323,288,247,333
"ENSMUSG00000108841.1",0,6,2,3,7,0,0,0,3,1,2,9
"ENSMUSG00000108842.1",12,7,9,3,13,7,4,4,5,6,7,0
"ENSMUSG00000108843.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108844.1",8,11,12,26,23,19,23,25,18,11,15,19
"ENSMUSG00000108845.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108846.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108847.1",1,0,0,0,0,1,0,0,1,0,0,0
"ENSMUSG00000108848.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108849.1",11,8,9,41,42,70,23,43,45,15,52,64
"ENSMUSG00000108850.1",0,0,0,0,0,0,0,4,0,2,0,0
"ENSMUSG00000108851.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108852.1",33,55,36,9,8,33,19,29,7,26,19,28
"ENSMUSG00000108853.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108854.1",1,2,2,6,0,0,0,2,4,1,4,1
"ENSMUSG00000108855.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108856.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108857.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108858.1",8,11,13,16,15,10,16,10,15,8,15,482
"ENSMUSG00000108859.1",0,1,0,0,4,0,0,1,0,0,0,0
"ENSMUSG00000108860.1",1136,1641,1805,1200,2078,1106,1532,1426,1739,1247,1540,1617
"ENSMUSG00000108861.1",0,0,1,1,3,0,0,2,3,1,2,9
"ENSMUSG00000108862.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108863.2",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108864.1",0,2,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108865.1",2,0,2,1,0,0,0,0,0,6,0,0
"ENSMUSG00000108866.1",46,167,0,1,0,0,84,170,5,1,1,25
"ENSMUSG00000108867.1",0,0,1,0,0,0,1,0,0,0,0,0
"ENSMUSG00000108868.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108869.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108870.1",0,0,1,2,0,3,3,2,2,0,1,2
"ENSMUSG00000108871.1",1,0,0,0,0,1,1,0,0,0,2,1
"ENSMUSG00000108872.1",6,3,4,13,16,13,7,8,7,5,11,19
"ENSMUSG00000108873.1",2859,3074,3731,1602,2284,1354,2204,1643,1595,2950,1448,1922
"ENSMUSG00000108874.1",286,353,404,436,655,285,411,433,538,354,453,623
"ENSMUSG00000108875.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108876.1",0,1,1,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108877.1",0,0,0,2,0,0,0,0,0,1,0,1
"ENSMUSG00000108878.1",0,1,0,3,3,0,2,4,0,4,1,2
"ENSMUSG00000108879.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108880.1",0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000108881.1",0,0,0,0,0,0,0,0,0,0,0,0
