"ly13a","ly13b","ly16a","ly16b","ly18a","ly18b","ly20","ly7"
"ENSMUSG00000102279.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102280.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102281.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102282.1",3,2,6,4,3,2,4,3
"ENSMUSG00000102283.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102284.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102285.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102286.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102287.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102288.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102289.1",2,2,25,6,3,0,3,0
"ENSMUSG00000102290.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102291.1",0,1,1,0,0,0,0,0
"ENSMUSG00000102293.1",1,0,0,0,0,0,0,0
"ENSMUSG00000102294.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102295.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102296.1",3,0,1,1,0,0,0,0
"ENSMUSG00000102297.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102298.1",535,517,402,431,606,363,498,496
"ENSMUSG00000102299.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102300.1",2,0,0,1,0,0,0,0
"ENSMUSG00000102301.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102302.1",1,0,0,8,0,0,2,1
"ENSMUSG00000102303.1",0,3,0,0,0,0,3,2
"ENSMUSG00000102304.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102305.1",0,2,4,0,0,0,4,1
"ENSMUSG00000102306.1",6,2,8,4,4,2,3,11
"ENSMUSG00000102307.1",0,0,0,0,0,0,0,2
"ENSMUSG00000102308.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102309.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102310.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102311.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102312.1",9,14,10,8,11,6,19,28
"ENSMUSG00000102313.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102314.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102315.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102316.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102317.1",0,5,0,0,1,0,0,1
"ENSMUSG00000102318.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102319.1",4,4,1,0,0,1,0,0
"ENSMUSG00000102320.1",1,0,0,0,1,0,5,1
"ENSMUSG00000102321.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102322.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102323.1",0,1,4,0,2,4,2,0
"ENSMUSG00000102324.1",2,0,0,0,0,0,0,1
"ENSMUSG00000102325.1",2,0,0,0,1,0,0,0
"ENSMUSG00000102326.1",3,3,0,0,0,0,2,0
"ENSMUSG00000102327.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102328.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102329.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102330.1",0,1,0,0,0,1,0,0
"ENSMUSG00000102331.1",0,4,2,1,0,0,1,1
"ENSMUSG00000102332.1",0,0,0,0,1,0,0,0
"ENSMUSG00000102333.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102334.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102335.5",0,0,0,0,0,0,0,0
"ENSMUSG00000102336.1",18,46,44,44,25,15,47,33
"ENSMUSG00000102337.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102338.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102339.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102340.1",7,3,5,9,7,4,11,10
"ENSMUSG00000102341.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102342.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102343.1",0,0,0,0,1,0,0,0
"ENSMUSG00000102344.1",22,41,43,28,32,43,36,52
"ENSMUSG00000102345.1",0,1,0,1,1,1,1,1
"ENSMUSG00000102346.5",0,0,0,0,0,0,0,0
"ENSMUSG00000102347.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102348.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102349.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102350.5",0,0,0,0,0,0,0,0
"ENSMUSG00000102352.1",0,3,0,0,2,0,0,4
"ENSMUSG00000102353.1",0,0,0,0,0,0,0,6
"ENSMUSG00000102354.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102355.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102356.1",2,0,0,0,0,1,0,0
"ENSMUSG00000102357.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102358.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102359.1",2,1,0,0,0,0,0,1
"ENSMUSG00000102360.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102362.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102363.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102364.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102365.1",1,2,2,1,2,0,4,4
"ENSMUSG00000102366.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102367.6",0,0,0,0,0,0,0,0
"ENSMUSG00000102368.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102369.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102370.1",0,0,0,2,0,0,0,0
"ENSMUSG00000102371.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102372.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102373.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102374.1",0,4,16,4,4,4,4,0
"ENSMUSG00000102375.1",1,0,0,0,0,0,0,0
"ENSMUSG00000102376.1",1,0,1,0,1,0,0,1
"ENSMUSG00000102377.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102378.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102379.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102380.1",0,5,0,1,3,3,0,3
"ENSMUSG00000102381.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102382.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102383.1",1,13,4,0,1,2,3,7
"ENSMUSG00000102384.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102385.1",0,0,0,0,0,0,1,0
"ENSMUSG00000102386.1",0,2,0,1,0,5,0,4
"ENSMUSG00000102387.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102388.5",0,0,0,0,0,0,0,0
"ENSMUSG00000102389.1",1,1,4,2,2,0,0,1
"ENSMUSG00000102390.1",2,0,4,1,3,0,1,5
"ENSMUSG00000102391.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102392.5",0,0,0,0,0,0,0,0
"ENSMUSG00000102393.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102394.1",0,1,0,1,0,1,0,0
"ENSMUSG00000102395.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102396.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102397.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102398.1",1,0,0,13,0,0,0,16
"ENSMUSG00000102399.1",0,4,4,4,5,2,2,11
"ENSMUSG00000102400.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102401.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102402.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102403.1",0,0,0,0,0,0,0,1
"ENSMUSG00000102404.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102405.1",0,0,0,1,0,0,0,0
"ENSMUSG00000102406.1",0,0,1,0,0,0,0,0
"ENSMUSG00000102407.1",0,0,5,0,0,0,0,0
"ENSMUSG00000102408.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102409.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102410.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102411.1",7,21,34,30,8,13,3,24
"ENSMUSG00000102412.5",0,0,0,0,0,0,0,0
"ENSMUSG00000102413.1",1,0,0,0,0,0,0,0
"ENSMUSG00000102414.1",5,2,6,4,3,4,2,4
"ENSMUSG00000102415.1",1,0,0,0,0,0,0,1
"ENSMUSG00000102416.4",7,6,3,5,4,6,1,5
"ENSMUSG00000102417.1",0,0,0,0,0,0,2,0
"ENSMUSG00000102418.1",9,0,4,0,6,2,0,6
"ENSMUSG00000102419.1",2,0,0,0,0,0,0,0
"ENSMUSG00000102420.1",0,0,0,1,0,0,0,2
"ENSMUSG00000102421.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102422.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102423.1",0,2,0,0,0,0,0,0
"ENSMUSG00000102424.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102425.1",0,0,0,0,1,0,3,0
"ENSMUSG00000102426.1",98,183,264,291,293,145,221,272
"ENSMUSG00000102427.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102428.1",236,163,408,386,91,159,79,127
"ENSMUSG00000102429.5",0,0,0,0,0,0,0,0
"ENSMUSG00000102430.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102431.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102432.1",1,0,0,0,0,0,0,0
"ENSMUSG00000102433.1",0,0,0,1,0,0,0,0
"ENSMUSG00000102434.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102435.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102436.1",3,1,0,0,3,1,1,0
"ENSMUSG00000102437.1",8,7,0,0,2,0,2,2
"ENSMUSG00000102438.1",1,0,0,0,0,0,0,0
"ENSMUSG00000102439.3",0,0,0,0,0,0,0,0
"ENSMUSG00000102440.1",9,23,0,5,1,11,10,7
"ENSMUSG00000102441.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102442.1",70,40,83,63,112,52,71,112
"ENSMUSG00000102443.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102444.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102445.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102446.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102447.1",13,14,24,8,16,5,18,17
"ENSMUSG00000102448.1",7,0,0,8,0,0,2,0
"ENSMUSG00000102449.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102450.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102451.1",0,0,1,0,0,0,0,0
"ENSMUSG00000102452.1",0,1,0,0,0,2,0,0
"ENSMUSG00000102453.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102455.5",0,0,0,0,0,0,0,0
"ENSMUSG00000102456.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102457.1",4,0,0,1,1,0,0,5
"ENSMUSG00000102458.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102459.1",0,0,0,0,0,1,0,0
"ENSMUSG00000102460.1",12,14,2,8,0,9,6,4
"ENSMUSG00000102461.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102462.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102463.1",12,9,18,10,16,7,11,13
"ENSMUSG00000102464.2",0,0,0,0,0,0,0,0
"ENSMUSG00000102465.1",0,3,0,0,1,0,0,0
"ENSMUSG00000102466.1",0,0,1,0,4,0,0,0
"ENSMUSG00000102467.1",0,0,0,1,0,0,0,0
"ENSMUSG00000102469.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102470.1",3,2,0,0,0,4,0,0
"ENSMUSG00000102471.1",1104,1160,2567,2450,2265,789,1956,2532
"ENSMUSG00000102473.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102474.1",2,1,1,0,0,0,0,0
"ENSMUSG00000102475.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102476.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102477.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102478.1",2286,1490,2713,1995,2242,1724,2573,2321
"ENSMUSG00000102479.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102480.1",1,0,1,1,0,0,1,0
"ENSMUSG00000102481.1",0,1,1,10,0,0,0,0
"ENSMUSG00000102482.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102483.1",1,0,4,1,5,1,1,0
"ENSMUSG00000102484.1",4,6,6,6,3,4,10,3
"ENSMUSG00000102485.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102486.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102487.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102488.1",0,0,0,0,0,0,0,2
"ENSMUSG00000102489.1",0,2,1,0,1,1,0,0
"ENSMUSG00000102490.1",91,89,153,102,59,64,67,77
"ENSMUSG00000102491.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102492.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102493.1",53,59,44,71,128,51,88,189
"ENSMUSG00000102494.1",8,9,1,1,8,0,2,4
"ENSMUSG00000102495.1",0,1,0,0,0,0,0,0
"ENSMUSG00000102496.1",0,2,0,0,0,1,0,0
"ENSMUSG00000102497.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102498.1",0,6,0,0,0,0,0,0
"ENSMUSG00000102499.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102500.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102501.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102502.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102503.1",0,0,6,3,1,0,0,0
"ENSMUSG00000102504.1",39,32,78,70,41,40,89,101
"ENSMUSG00000102505.1",0,0,0,0,1,0,2,0
"ENSMUSG00000102506.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102507.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102508.1",0,1,0,0,0,0,0,0
"ENSMUSG00000102509.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102510.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102511.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102512.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102513.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102514.1",1,0,1,1,0,1,1,1
"ENSMUSG00000102515.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102516.1",0,0,0,2,0,3,3,0
"ENSMUSG00000102517.1",1,0,0,0,0,0,0,0
"ENSMUSG00000102518.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102520.5",0,0,0,0,0,0,0,0
"ENSMUSG00000102521.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102522.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102523.1",1,3,0,0,0,0,1,0
"ENSMUSG00000102524.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102525.1",0,0,0,5,2,2,0,4
"ENSMUSG00000102526.1",6,12,21,28,15,15,7,10
"ENSMUSG00000102528.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102529.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102530.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102531.1",3,9,9,2,6,4,4,11
"ENSMUSG00000102532.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102533.1",8,5,4,4,5,4,12,12
"ENSMUSG00000102534.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102535.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102536.1",0,0,2,0,0,0,0,0
"ENSMUSG00000102537.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102538.1",0,2,0,0,0,0,0,0
"ENSMUSG00000102539.1",2,1,5,5,5,1,0,0
"ENSMUSG00000102540.1",0,0,0,0,0,0,0,1
"ENSMUSG00000102541.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102542.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102543.5",4,0,4,2,0,2,1,4
"ENSMUSG00000102544.1",16,3,2,0,19,9,10,9
"ENSMUSG00000102545.1",6,6,22,7,17,7,13,11
"ENSMUSG00000102546.1",908,495,954,657,669,489,641,737
"ENSMUSG00000102547.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102548.1",57,15,27,23,24,24,31,24
"ENSMUSG00000102549.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102550.1",567,720,980,626,602,387,844,858
"ENSMUSG00000102551.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102552.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102553.1",20,13,50,32,7,18,28,24
"ENSMUSG00000102554.1",0,0,0,0,0,1,0,0
"ENSMUSG00000102555.1",6,14,15,6,2,4,3,4
"ENSMUSG00000102556.1",0,0,4,1,0,0,0,0
"ENSMUSG00000102558.1",0,0,1,0,0,3,0,0
"ENSMUSG00000102559.1",11,4,8,10,4,8,12,0
"ENSMUSG00000102561.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102562.1",2,8,3,5,1,0,0,3
"ENSMUSG00000102563.1",0,0,5,0,2,0,0,0
"ENSMUSG00000102564.1",0,0,0,0,4,0,3,0
"ENSMUSG00000102565.1",1,0,0,0,0,0,0,0
"ENSMUSG00000102566.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102567.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102568.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102569.1",0,0,0,0,1,0,0,0
"ENSMUSG00000102570.1",2,1,11,1,1,5,2,1
"ENSMUSG00000102571.1",0,0,1,2,0,0,2,0
"ENSMUSG00000102572.1",0,1,1,0,0,0,1,1
"ENSMUSG00000102573.1",55,129,25,19,25,32,15,87
"ENSMUSG00000102574.1",4,2,0,1,0,0,0,0
"ENSMUSG00000102575.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102576.5",0,0,0,0,0,0,0,0
"ENSMUSG00000102577.1",6,1,14,4,1,2,0,9
"ENSMUSG00000102578.1",1,0,0,0,0,0,0,0
"ENSMUSG00000102579.1",0,6,0,0,0,0,0,0
"ENSMUSG00000102580.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102581.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102582.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102583.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102584.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102585.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102586.5",0,0,0,0,0,0,0,0
"ENSMUSG00000102587.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102588.1",4,0,2,0,0,3,0,1
"ENSMUSG00000102589.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102590.1",0,0,3,0,0,0,2,0
"ENSMUSG00000102591.1",1,2,4,1,3,2,0,2
"ENSMUSG00000102592.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102593.1",1,3,0,0,1,0,2,0
"ENSMUSG00000102594.1",2,1,3,1,0,0,1,7
"ENSMUSG00000102595.1",0,0,1,1,0,0,0,0
"ENSMUSG00000102596.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102597.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102598.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102599.1",2,0,3,0,0,1,1,2
"ENSMUSG00000102600.1",0,3,2,8,6,0,3,4
"ENSMUSG00000102601.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102602.1",10,29,24,6,4,15,5,13
"ENSMUSG00000102603.2",0,0,0,0,0,0,0,0
"ENSMUSG00000102605.1",4,1,3,4,2,0,2,6
"ENSMUSG00000102606.1",3,1,5,7,2,0,4,4
"ENSMUSG00000102607.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102608.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102609.1",77,60,65,66,119,68,102,99
"ENSMUSG00000102610.1",0,2,1,0,0,0,0,0
"ENSMUSG00000102611.1",1,0,0,11,0,3,0,4
"ENSMUSG00000102612.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102613.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102614.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102615.1",4,1,0,1,3,3,1,0
"ENSMUSG00000102616.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102617.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102618.1",1,2,0,1,2,0,0,1
"ENSMUSG00000102619.1",3,0,0,0,1,0,1,0
"ENSMUSG00000102620.1",2,0,0,3,0,2,0,0
"ENSMUSG00000102621.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102622.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102623.1",2,0,0,0,0,0,1,0
"ENSMUSG00000102624.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102625.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102626.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102627.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102628.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102629.1",0,0,2,0,4,0,0,0
"ENSMUSG00000102630.1",0,0,0,0,0,2,2,0
"ENSMUSG00000102632.1",7,3,1,2,3,0,4,10
"ENSMUSG00000102633.1",0,4,0,6,3,2,6,5
"ENSMUSG00000102634.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102635.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102636.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102637.1",0,0,1,1,1,1,1,0
"ENSMUSG00000102639.1",8,0,0,0,0,0,0,0
"ENSMUSG00000102641.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102642.1",0,0,0,0,0,0,1,0
"ENSMUSG00000102643.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102644.5",131,111,162,188,257,128,165,266
"ENSMUSG00000102645.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102646.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102647.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102648.1",546,272,424,341,404,374,343,459
"ENSMUSG00000102649.1",4,1,1,0,0,9,1,3
"ENSMUSG00000102650.1",0,0,0,0,0,0,0,6
"ENSMUSG00000102651.1",0,0,0,1,0,0,0,0
"ENSMUSG00000102652.1",0,0,1,0,0,0,0,0
"ENSMUSG00000102653.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102654.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102655.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102656.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102657.1",35,54,25,28,8,13,20,53
"ENSMUSG00000102658.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102659.1",0,1,0,1,0,0,3,0
"ENSMUSG00000102660.1",0,0,0,1,7,2,7,0
"ENSMUSG00000102661.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102662.1",0,0,0,1,0,0,0,1
"ENSMUSG00000102663.1",12,7,9,9,4,2,5,6
"ENSMUSG00000102664.1",20,9,6,12,0,2,2,0
"ENSMUSG00000102665.1",0,0,3,0,0,0,0,0
"ENSMUSG00000102666.1",3225,1719,3077,2251,2071,1791,1850,2342
"ENSMUSG00000102667.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102668.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102670.1",0,2,0,0,0,0,2,0
"ENSMUSG00000102671.5",0,0,0,0,0,0,0,0
"ENSMUSG00000102672.1",5,3,0,0,0,3,1,0
"ENSMUSG00000102673.1",4,3,0,0,0,0,0,0
"ENSMUSG00000102674.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102676.1",2,1,0,0,1,0,4,0
"ENSMUSG00000102677.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102678.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102679.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102680.1",0,1,0,0,0,0,0,0
"ENSMUSG00000102681.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102682.5",0,0,0,0,0,0,0,0
"ENSMUSG00000102683.1",1,0,0,0,0,0,0,0
"ENSMUSG00000102684.1",4,0,0,4,1,5,3,3
"ENSMUSG00000102685.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102686.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102687.1",0,1,0,0,0,0,0,0
"ENSMUSG00000102688.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102689.1",0,0,0,0,1,0,0,0
"ENSMUSG00000102690.1",0,0,0,0,0,0,1,0
"ENSMUSG00000102691.1",21,10,14,20,15,5,24,25
"ENSMUSG00000102692.1",5,16,0,0,3,0,0,2
"ENSMUSG00000102693.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102694.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102696.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102697.1",7,11,9,10,3,3,25,19
"ENSMUSG00000102698.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102699.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102700.1",22,21,44,30,24,15,15,12
"ENSMUSG00000102701.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102702.1",0,0,0,1,0,0,0,0
"ENSMUSG00000102703.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102704.1",3,5,6,1,5,7,4,6
"ENSMUSG00000102705.2",0,0,0,0,1,0,1,0
"ENSMUSG00000102706.1",6,1,1,3,1,1,1,3
"ENSMUSG00000102707.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102709.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102710.1",2,3,3,3,3,2,3,3
"ENSMUSG00000102712.1",0,1,1,0,0,0,0,1
"ENSMUSG00000102713.1",0,0,0,0,0,0,2,0
"ENSMUSG00000102714.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102715.1",0,0,1,0,3,0,1,0
"ENSMUSG00000102716.1",0,0,0,0,1,0,0,0
"ENSMUSG00000102717.1",0,0,0,0,1,0,0,0
"ENSMUSG00000102718.1",0,1,0,0,1,0,0,0
"ENSMUSG00000102719.1",2,0,1,1,0,2,0,0
"ENSMUSG00000102720.5",0,0,0,0,0,0,0,0
"ENSMUSG00000102721.1",0,0,0,1,0,0,0,0
"ENSMUSG00000102722.1",0,9,4,8,14,21,17,17
"ENSMUSG00000102723.1",1,0,1,4,0,0,0,0
"ENSMUSG00000102724.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102725.2",0,0,0,0,0,0,0,0
"ENSMUSG00000102726.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102727.1",0,0,0,0,4,0,0,0
"ENSMUSG00000102728.1",0,0,1,0,2,0,0,0
"ENSMUSG00000102729.1",0,0,0,0,1,0,0,0
"ENSMUSG00000102730.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102731.1",1219,899,773,1143,1261,849,1044,1351
"ENSMUSG00000102732.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102733.1",1,0,0,0,0,0,0,0
"ENSMUSG00000102734.1",0,0,2,0,0,1,0,0
"ENSMUSG00000102735.1",217,161,203,200,196,166,199,182
"ENSMUSG00000102737.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102738.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102739.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102740.1",466,414,447,560,418,335,315,396
"ENSMUSG00000102741.1",6,7,5,1,3,0,2,2
"ENSMUSG00000102742.1",11,9,5,16,14,5,10,20
"ENSMUSG00000102743.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102744.1",0,10,0,0,1,0,3,1
"ENSMUSG00000102745.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102746.1",0,0,0,0,0,0,0,0
"ENSMUSG00000102747.1",3,6,0,0,0,5,0,2
